Id,theme_id,style_id,section_id,language_id,gender_id,self_user,content
22,6,2,3,165,0,1,"<p>In NAME's social life, he is perfectly happy to spend his time with the same people over and over. While others seem to constantly need to be doing new things, this doesn't really excite him.He prefers to have routines in his day-to-day life, and it works well for him.This is not to say that NAME is against variety and new experiences, just that it's not important to him.</p>"
23,7,1,3,165,0,1,<p>NAME is a perfectionist. He pays attention to details and wants everything to be done right. He probably gets frustrated by people he sees as 'sloppy'.</p>
24,7,2,3,165,0,1,<p>NAME isn't a workaholic. He maintains a reasonable work-life balance. He's also not a perfectionist who obsesses over making everything flawless - he knows when something is good enough and is happy to move on when it makes sense.</p>
25,8,1,2,165,0,1,"<p>Emotions are important to NAME. They're a guiding influence in his life. However, he's more emotionally guarded than some. He may not be fully comfortable expressing what he feels.This may be why he sees things in terms of actions and results, more than feelings.</p>"
26,8,2,2,165,0,1,"<p>NAME creates strong bonds in his relationships, but it's not through emotions. Connecting on an emotional level may be difficult for him. He shows his love in other ways, and likely thinks OTHERNAME should be happy with that. </p>"
27,8,3,2,165,0,1,"<p>Emotional connection is very important to NAME, and this is especially true in romance. NAME cares about the feelings of others, and prefers to be able to share his own feelings with them as well.If NAME and OTHERNAME don't have an emotional connection, NAME is always going to feel like something is missing.</p>"
28,8,4,2,165,0,1,"<p>NAME is emotionally stable, and brings this to the relationship. He is aware of his own emotions - and OTHERNAME's. But he isn't ruled by them.</p>"
29,9,1,3,165,0,1,<p>It's important to NAME to keep his home organized. He always puts things back where they belong. A messy home would drive him crazy.</p>
30,9,2,3,165,0,1,"<p>NAME doesn't care if his home is messy or neat. He probably doesn't even notice the clutter in the first place, as it doesn't bother him. He's not lazy, it's just not important to him.</p>"
31,10,1,4,165,0,1,<p>Energy & Drives style 1</p>
32,10,2,4,165,0,1,<p>Energy & Drives style 2</p>
33,10,3,4,165,0,1,<p>Energy & Drives style 3</p>
34,10,4,4,165,0,1,<p>Energy & Drives style 4</p>
35,10,5,4,165,0,1,<p>Energy & Drives style 5</p>
36,11,1,3,165,0,1,<p>NAME is an Introvert</p>
37,11,2,3,165,0,1,<p>NAME is an Ambivert</p>
38,11,3,3,165,0,1,<p>NAME is an Extrovert</p>
39,12,1,4,165,0,1,"<p>NAME has high standards and is constantly learning. For them, people are a source of mutual support and growth.</p>"
40,12,2,4,165,0,1,"<p>NAME loves to learn. Whether it's for their career or just for fun, NAME is constantly learning and getting better.</p>"
41,12,3,4,165,0,1,"<p>While NAME has plenty of things they would like to improve in their life, they aren't focused on self development and learning, like some.While some like being pushed to constantly grow, learn, and improve, NAME may find this annoying.</p>"
42,13,1,1,165,0,1,"<p>NAME prefers to avoid conflict. When conflict does come up, they are moderate, accommodating, and keep their emotions under control.</p>"
43,13,2,1,165,0,1,"<p>NAME has high emotional intelligence. In conflict, they use their social skills to bring harmony to the situation, get to the bottom of the problem, and find a win-win solution.</p>"
44,13,3,1,165,0,1,"<p>NAME has high emotional intelligence. He is driven to high performance and constantly pushes himself to get to the next level. In conflicts, he uses his strong social skills to find a win-win solutions everyone is happy with.</p>"
45,13,4,1,165,0,1,"<p>NAME has high emotional intelligence. He finds conflict uncomfortable, so he uses his strong social skills to resolve things and restore the feeling of harmony that is so important to him.</p>"
46,13,5,1,165,0,1,"<p>NAME is good at resolving conflicts, using his social skills to find win-win solutions. He values honesty over harmony. If something bothers him, he'll say so.</p>"
47,13,6,1,165,0,1,"<p>NAME is confident that they know the best way to do things and generally want things done their way. When people disagree with NAME, he'll likely have no issue taking control.</p>"
48,13,7,1,165,0,1,"<p>NAME is generally good at dealing with conflict. He will find very emotional issues more difficult to deal with, however.</p>"
49,13,8,1,165,0,1,"<p>NAME avoids conflict. They prefer to stay in their comfort zone, only dealing with uncomfortable conversations when really necessary.</p>"
50,15,1,1,165,0,1,<p>NAME is a Harmonizer</p>
51,15,2,1,165,0,1,<p>NAME is Passionate</p>
52,15,3,1,165,0,1,<p>NAME is an Accommodator</p>
53,15,4,1,165,0,1,<p>NAME is Assertive</p>
54,1,1,4,165,0,0,"<p>NAME loves to spend time with his family. While some people can't enjoy social gatherings because they are so busy worrying about work, he can fully enjoy the present moment with the people he is with.NAME is hardworking and always looking to improve they way he does things. That said, friendships and happiness are more important to him than results.For NAME, friendship is about achieving things together. That might mean working on something challenging together, or it might mean just NAME and his friends supporting each other in their respective journeys. His best friendships are likely to be with people who are always moving forward in life - otherwise, there's nothing interesting to share!</p>"
55,1,2,4,165,0,0,"<p>Family matters a lot to NAME. He loves to spend time with them, just enjoying the present moment.Some people measure their self-worth by how much money they make and how good they look to others, but not NAME. He cares more about being happy and feeling good than external signals like money, adoration, and attention. That said, NAME is always looking to improve the way he does things.</p>"
56,1,3,4,165,0,0,"<p>NAME likes to lead other people - to be in a position of power and authority. He'd rather be in control than told what to do. He also likes to stand out and be recognized for his success.While he cares about his family, it doesn't play as central of a role in his life as it does for some people.</p>"
57,1,4,4,165,0,0,"<p>NAME cares more about money and status than most. That said, these things still aren't that important to him. It's not a defining factor of his personality.NAME isn't as hard working as others.</p>"
58,1,5,4,165,0,0,"<p>While others have particular drivers in life that motivate them, NAME is more flexible. It's not that he's unmotivated - he just sort of does his thing. NAME would rather be happy than successful. If his financial situation allows, he may decide to not focus on his career at all.NAME isn't arrogant and doesn't try to assert power and authority over other people. Some might even say that he's humble and unassuming. That doesn't mean he's a pushover, though. He just doesn't try to pretend that he's something that he's not.</p>"
59,1,6,4,165,0,0,"<p>NAME is motivated by family, community and relationships rather than power, fame, or material success. If he has children, they are an essential source of meaning in his life. And if he doesn't, he likely channels his nurturing nature onto something else - like a garden, pets, or community project.Social interactions for him don't necessarily have a goal. Unlike some, he is fully present, enjoying each little moment - something that is especially important to him in romance. The quality time is reward in itself.Competing with others is an important form of bonding for some people, but that's not his style. He's fine with games, but it's not about winning or losing - it's an opportunity to connect.</p>"
60,2,1,2,165,0,0,"<p>Most people like helping others, but for NAME, it's a fundamental part of who he is. It's not an obligation, it's a source of satisfaction. He brings this to the relationship.A strong emotional connection is vital to NAME. He loves the feeling of being intimately close with OTHERNAME. He especially cherishes one-on-one time.He's not selfish, and he recognizes that he has needs too. It's important to him that he can open up to OTHERNAME when feeling down, and in general, feeling appreciated is important to him.</p>"
61,2,2,2,165,0,0,"<p>NAME wants to be there for OTHERNAME. But when he is dealing with his own problems, those often end up taking up much of his energy.He may cling to the relationship, and likely puts a lot of effort into earning OTHERNAME's approval and acceptance.In any relationship, disagreements are inevitable. But fighting for what he wants can take a lot of emotional energy that he might not have. So he self-sacrifices. For NAME, it's easier to sacrifice something small in the relationship than deal with problems.He wants to deal with the problems - he truly does. But making a concession is easier than having a fight that could leave him drained. And if he is overwhelmed, he's likely to sacrifice his own needs and interests if he thinks it will make OTHERNAME happy.</p>"
62,2,3,2,165,0,0,"<p>NAME only truly, *deeply* cares about the people he is closest to. His romantic partner is one of them.In a relationship, he is supportive and caring. A strong emotional connection is important to him. It's very meaningful to him when he can spend time with his partner, just the two of them.NAME wants to be able to open up to his partner when he is feeling down, and appreciates it when they show him affection.</p>"
63,2,1,4,165,0,0,"<p>Most people like helping others, but for NAME, it's a fundamental part of who he is. It's not an obligation, it's a source of satisfaction. He brings this to the relationship.A strong emotional connection is vital to NAME. He loves the feeling of being intimately close with OTHERNAME. He especially cherishes one-on-one time.He's not selfish, and he recognizes that he has needs too. It's important to him that he can open up to OTHERNAME when feeling down, and in general, feeling appreciated is important to him.</p>"
64,2,2,4,165,0,0,"<p>NAME wants to be there for OTHERNAME. But when he is dealing with his own problems, those often end up taking up much of his energy.He may cling to the relationship, and likely puts a lot of effort into earning OTHERNAME's approval and acceptance.In any relationship, disagreements are inevitable. But fighting for what he wants can take a lot of emotional energy that he might not have. So he self-sacrifices. For NAME, it's easier to sacrifice something small in the relationship than deal with problems.He wants to deal with the problems - he truly does. But making a concession is easier than having a fight that could leave him drained. And if he is overwhelmed, he's likely to sacrifice his own needs and interests if he thinks it will make OTHERNAME happy.</p>"
65,2,3,4,165,0,0,"<p>NAME only truly, *deeply* cares about the people he is closest to. His romantic partner is one of them.In a relationship, he is supportive and caring. A strong emotional connection is important to him. It's very meaningful to him when he can spend time with his partner, just the two of them.NAME wants to be able to open up to his partner when he is feeling down, and appreciates it when they show him affection.</p>"
66,3,1,3,165,0,0,<p>NAME is a highly creative person that loves to get lost in thought and create things.He loves sharing ideas and having stimulating conversations. Having those kinds of conversations with OTHERNAME would enrich the relationship for him.</p>
67,3,2,3,165,0,0,"<p>NAME is a practical person. He doesn't spend much of his time idly day-dreaming about what could be. He's more focused on what's concrete and real.While NAME is open to having deep philosophical conversations, it's a not a core interest of his.</p>"
68,4,1,4,165,0,0,"<p>Nearly everyone likes to travel, but for NAME, it's even more important. Spontaneous, exciting adventures energize him.While NAME isn't completely opposed to planning, he's not obsessive about planning out every little detail ahead of time. He's willing to take risks.It's likely that NAME will want to travel and have adventures with OTHERNAME.</p>"
69,4,2,4,165,0,0,"<p>More than most people, NAME prefers predictable routines. He puts a lot of emphasis on stability.NAME generally prefers to be cautious when making decisions. You won't find him doing crazy, dangerous things for fun.</p>"
70,4,3,4,165,0,0,"<p>Some people love to travel and have exciting adventures. Others are cautious and follow rules.NAME is more moderate than those who are on either of these extremes. You probably won't find him skydiving, but he also isn't particularly cautious.</p>"
71,5,1,3,165,0,0,"<p>Some people find the predictability of rules comforting. Not NAME. They don't like being constrained, and prefer to do things their own way.For NAME, rules represent a box that is not only limiting, but inherently *boring*.NAME gives OTHERNAME the freedom to do things his way, and expects the same freedom in return.</p>"
72,5,2,3,165,0,0,"<p>NAME likes to do things according to a set schedule. Chaos and constant changes could be exhausting for him.NAME believes that marriages work best when each person has their own defined roles, and don't interfere with each other.</p>"
73,5,3,3,165,0,0,<p>Some people like rules and order. Others are more rebellious - they feel rules are constraining and tend to break them.NAME doesn't really care either way. He is flexible and will get on fine with both kinds of people.</p>
74,6,1,3,165,0,0,"<p>Most people think of variety as a preference, a nice to have. But as it turns out, it's not. For NAME, variety and new experiences are a *need*. New experiences energize him. If he did the same thing every day, he would become deeply unhappy.It's important to NAME that OTHERNAME is open to lots of new experiences - or at the very least, encourages him to get the variety he needs on his own.</p>"
75,6,2,3,165,0,0,"<p>In NAME's social life, he is perfectly happy to spend his time with the same people over and over. While others seem to constantly need to be doing new things, this doesn't really excite him.He prefers to have routines in his day-to-day life, and it works well for him.This is not to say that NAME is against variety and new experiences, just that it's not important to him.</p>"
76,7,1,3,165,0,0,<p>NAME is a perfectionist. He pays attention to details and wants everything to be done right. He probably gets frustrated by people he sees as 'sloppy'.</p>
77,7,2,3,165,0,0,<p>NAME isn't a workaholic. He maintains a reasonable work-life balance. He's also not a perfectionist who obsesses over making everything flawless - he knows when something is good enough and is happy to move on when it makes sense.</p>
78,8,1,2,165,0,0,"<p>Emotions are important to NAME. They're a guiding influence in his life. However, he's more emotionally guarded than some. He may not be fully comfortable expressing what he feels.This may be why he sees things in terms of actions and results, more than feelings.</p>"
79,8,2,2,165,0,0,"<p>NAME creates strong bonds in his relationships, but it's not through emotions. Connecting on an emotional level may be difficult for him. He shows his love in other ways, and likely thinks OTHERNAME should be happy with that. </p>"
80,8,3,2,165,0,0,"<p>Emotional connection is very important to NAME, and this is especially true in romance. NAME cares about the feelings of others, and prefers to be able to share his own feelings with them as well.If NAME and OTHERNAME don't have an emotional connection, NAME is always going to feel like something is missing.</p>"
81,8,4,2,165,0,0,"<p>NAME is emotionally stable, and brings this to the relationship. He is aware of his own emotions - and OTHERNAME's. But he isn't ruled by them.</p>"
82,9,1,3,165,0,0,<p>It's important to NAME to keep his home organized. He always puts things back where they belong. A messy home would drive him crazy.</p>
83,9,2,3,165,0,0,"<p>NAME doesn't care if his home is messy or neat. He probably doesn't even notice the clutter in the first place, as it doesn't bother him. He's not lazy, it's just not important to him.</p>"
84,10,1,4,165,0,0,<p>Energy & Drives style 1</p>
85,10,2,4,165,0,0,<p>Energy & Drives style 2</p>
86,10,3,4,165,0,0,<p>Energy & Drives style 3</p>
87,10,4,4,165,0,0,<p>Energy & Drives style 4</p>
88,10,5,4,165,0,0,<p>Energy & Drives style 5</p>
89,11,1,3,165,0,0,<p>NAME is an Introvert</p>
90,11,2,3,165,0,0,<p>NAME is an Ambivert</p>
91,11,3,3,165,0,0,<p>NAME is an Extrovert</p>
92,12,1,4,165,0,0,"<p>NAME has high standards and is constantly learning. For them, people are a source of mutual support and growth.</p>"
93,12,2,4,165,0,0,"<p>NAME loves to learn. Whether it's for their career or just for fun, NAME is constantly learning and getting better.</p>"
94,12,3,4,165,0,0,"<p>While NAME has plenty of things they would like to improve in their life, they aren't focused on self development and learning, like some.While some like being pushed to constantly grow, learn, and improve, NAME may find this annoying.</p>"
95,13,1,1,165,0,0,"<p>NAME prefers to avoid conflict. When conflict does come up, they are moderate, accommodating, and keep their emotions under control.</p>"
96,13,2,1,165,0,0,"<p>NAME has high emotional intelligence. In conflict, they use their social skills to bring harmony to the situation, get to the bottom of the problem, and find a win-win solution.</p>"
97,13,3,1,165,0,0,"<p>NAME has high emotional intelligence. He is driven to high performance and constantly pushes himself to get to the next level. In conflicts, he uses his strong social skills to find a win-win solutions everyone is happy with.</p>"
98,13,4,1,165,0,0,"<p>NAME has high emotional intelligence. He finds conflict uncomfortable, so he uses his strong social skills to resolve things and restore the feeling of harmony that is so important to him.</p>"
99,13,5,1,165,0,0,"<p>NAME is good at resolving conflicts, using his social skills to find win-win solutions. He values honesty over harmony. If something bothers him, he'll say so.</p>"
100,13,6,1,165,0,0,"<p>NAME is confident that they know the best way to do things and generally want things done their way. When people disagree with NAME, he'll likely have no issue taking control.</p>"
101,13,7,1,165,0,0,"<p>NAME is generally good at dealing with conflict. He will find very emotional issues more difficult to deal with, however.</p>"
102,13,8,1,165,0,0,"<p>NAME avoids conflict. They prefer to stay in their comfort zone, only dealing with uncomfortable conversations when really necessary.</p>"
103,15,1,1,165,0,0,<p>NAME is a Harmonizer</p>
104,15,2,1,165,0,0,<p>NAME is Passionate</p>
105,15,3,1,165,0,0,<p>NAME is an Accommodator</p>
106,15,4,1,165,0,0,<p>NAME is Assertive</p>
